"Date","AQS_PARAMETER_DESC","Site.Name","DAILY_AQI_VALUE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
2019-04-15,"PM2.5","Board Of Ed. Bldg.",8,"Buncombe",35.6062000008935,-82.5844
2019-04-21,"PM2.5","Board Of Ed. Bldg.",6,"Buncombe",35.6062000008935,-82.5844
2019-04-27,"PM2.5","Board Of Ed. Bldg.",20,"Buncombe",35.6062000008935,-82.5844
2019-05-03,"PM2.5","Board Of Ed. Bldg.",29,"Buncombe",35.6062000008935,-82.5844
2019-05-21,"PM2.5","Board Of Ed. Bldg.",30,"Buncombe",35.6062000008935,-82.5844
2019-05-27,"PM2.5","Board Of Ed. Bldg.",46,"Buncombe",35.6062000008935,-82.5844
2019-06-02,"PM2.5","Board Of Ed. Bldg.",51,"Buncombe",35.6062000008935,-82.5844
2019-06-08,"PM2.5","Board Of Ed. Bldg.",11,"Buncombe",35.6062000008935,-82.5844
2019-06-14,"PM2.5","Board Of Ed. Bldg.",21,"Buncombe",35.6062000008935,-82.5844
2019-06-20,"PM2.5","Board Of Ed. Bldg.",20,"Buncombe",35.6062000008935,-82.5844
2019-06-26,"PM2.5","Board Of Ed. Bldg.",29,"Buncombe",35.6062000008935,-82.5844
2019-07-02,"PM2.5","Board Of Ed. Bldg.",37,"Buncombe",35.6062000008935,-82.5844
2019-07-08,"PM2.5","Board Of Ed. Bldg.",40,"Buncombe",35.6062000008935,-82.5844
2019-07-14,"PM2.5","Board Of Ed. Bldg.",18,"Buncombe",35.6062000008935,-82.5844
2019-07-20,"PM2.5","Board Of Ed. Bldg.",25,"Buncombe",35.6062000008935,-82.5844
2019-07-26,"PM2.5","Board Of Ed. Bldg.",36,"Buncombe",35.6062000008935,-82.5844
2019-08-07,"PM2.5","Board Of Ed. Bldg.",35,"Buncombe",35.6062000008935,-82.5844
2019-08-13,"PM2.5","Board Of Ed. Bldg.",46,"Buncombe",35.6062000008935,-82.5844
2019-08-19,"PM2.5","Board Of Ed. Bldg.",38,"Buncombe",35.6062000008935,-82.5844
2019-08-25,"PM2.5","Board Of Ed. Bldg.",19,"Buncombe",35.6062000008935,-82.5844
2019-08-31,"PM2.5","Board Of Ed. Bldg.",39,"Buncombe",35.6062000008935,-82.5844
2019-09-06,"PM2.5","Board Of Ed. Bldg.",32,"Buncombe",35.6062000008935,-82.5844
2019-09-12,"PM2.5","Board Of Ed. Bldg.",45,"Buncombe",35.6062000008935,-82.5844
2019-09-18,"PM2.5","Board Of Ed. Bldg.",36,"Buncombe",35.6062000008935,-82.5844
2019-09-24,"PM2.5","Board Of Ed. Bldg.",28,"Buncombe",35.6062000008935,-82.5844
2019-09-30,"PM2.5","Board Of Ed. Bldg.",46,"Buncombe",35.6062000008935,-82.5844
2019-01-01,"PM2.5","Board Of Ed. Bldg.",6,"Buncombe",35.6062000008935,-82.5844
2019-01-02,"PM2.5","Board Of Ed. Bldg.",23,"Buncombe",35.6062000008935,-82.5844
2019-01-03,"PM2.5","Board Of Ed. Bldg.",10,"Buncombe",35.6062000008935,-82.5844
2019-01-04,"PM2.5","Board Of Ed. Bldg.",10,"Buncombe",35.6062000008935,-82.5844
2019-01-05,"PM2.5","Board Of Ed. Bldg.",5,"Buncombe",35.6062000008935,-82.5844
2019-01-06,"PM2.5","Board Of Ed. Bldg.",18,"Buncombe",35.6062000008935,-82.5844
2019-01-07,"PM2.5","Board Of Ed. Bldg.",31,"Buncombe",35.6062000008935,-82.5844
2019-01-08,"PM2.5","Board Of Ed. Bldg.",26,"Buncombe",35.6062000008935,-82.5844
2019-01-09,"PM2.5","Board Of Ed. Bldg.",0,"Buncombe",35.6062000008935,-82.5844
2019-01-10,"PM2.5","Board Of Ed. Bldg.",14,"Buncombe",35.6062000008935,-82.5844
2019-01-11,"PM2.5","Board Of Ed. Bldg.",27,"Buncombe",35.6062000008935,-82.5844
2019-01-12,"PM2.5","Board Of Ed. Bldg.",37,"Buncombe",35.6062000008935,-82.5844
2019-01-13,"PM2.5","Board Of Ed. Bldg.",23,"Buncombe",35.6062000008935,-82.5844
2019-01-14,"PM2.5","Board Of Ed. Bldg.",5,"Buncombe",35.6062000008935,-82.5844
2019-01-15,"PM2.5","Board Of Ed. Bldg.",10,"Buncombe",35.6062000008935,-82.5844
2019-01-16,"PM2.5","Board Of Ed. Bldg.",19,"Buncombe",35.6062000008935,-82.5844
2019-01-17,"PM2.5","Board Of Ed. Bldg.",35,"Buncombe",35.6062000008935,-82.5844
2019-01-18,"PM2.5","Board Of Ed. Bldg.",31,"Buncombe",35.6062000008935,-82.5844
2019-01-19,"PM2.5","Board Of Ed. Bldg.",22,"Buncombe",35.6062000008935,-82.5844
2019-01-20,"PM2.5","Board Of Ed. Bldg.",3,"Buncombe",35.6062000008935,-82.5844
2019-01-21,"PM2.5","Board Of Ed. Bldg.",10,"Buncombe",35.6062000008935,-82.5844
2019-01-22,"PM2.5","Board Of Ed. Bldg.",24,"Buncombe",35.6062000008935,-82.5844
2019-01-23,"PM2.5","Board Of Ed. Bldg.",14,"Buncombe",35.6062000008935,-82.5844
2019-01-24,"PM2.5","Board Of Ed. Bldg.",3,"Buncombe",35.6062000008935,-82.5844
2019-01-25,"PM2.5","Board Of Ed. Bldg.",20,"Buncombe",35.6062000008935,-82.5844
2019-01-26,"PM2.5","Board Of Ed. Bldg.",32,"Buncombe",35.6062000008935,-82.5844
2019-01-27,"PM2.5","Board Of Ed. Bldg.",58,"Buncombe",35.6062000008935,-82.5844
2019-01-28,"PM2.5","Board Of Ed. Bldg.",55,"Buncombe",35.6062000008935,-82.5844
2019-01-29,"PM2.5","Board Of Ed. Bldg.",28,"Buncombe",35.6062000008935,-82.5844
2019-01-30,"PM2.5","Board Of Ed. Bldg.",10,"Buncombe",35.6062000008935,-82.5844
2019-01-31,"PM2.5","Board Of Ed. Bldg.",22,"Buncombe",35.6062000008935,-82.5844
2019-02-01,"PM2.5","Board Of Ed. Bldg.",52,"Buncombe",35.6062000008935,-82.5844
2019-02-02,"PM2.5","Board Of Ed. Bldg.",43,"Buncombe",35.6062000008935,-82.5844
2019-02-03,"PM2.5","Board Of Ed. Bldg.",63,"Buncombe",35.6062000008935,-82.5844
2019-02-04,"PM2.5","Board Of Ed. Bldg.",54,"Buncombe",35.6062000008935,-82.5844
2019-02-05,"PM2.5","Board Of Ed. Bldg.",41,"Buncombe",35.6062000008935,-82.5844
2019-02-06,"PM2.5","Board Of Ed. Bldg.",38,"Buncombe",35.6062000008935,-82.5844
2019-02-07,"PM2.5","Board Of Ed. Bldg.",19,"Buncombe",35.6062000008935,-82.5844
2019-02-08,"PM2.5","Board Of Ed. Bldg.",7,"Buncombe",35.6062000008935,-82.5844
2019-02-09,"PM2.5","Board Of Ed. Bldg.",11,"Buncombe",35.6062000008935,-82.5844
2019-02-10,"PM2.5","Board Of Ed. Bldg.",28,"Buncombe",35.6062000008935,-82.5844
2019-02-11,"PM2.5","Board Of Ed. Bldg.",39,"Buncombe",35.6062000008935,-82.5844
2019-02-12,"PM2.5","Board Of Ed. Bldg.",3,"Buncombe",35.6062000008935,-82.5844
2019-02-13,"PM2.5","Board Of Ed. Bldg.",0,"Buncombe",35.6062000008935,-82.5844
2019-02-14,"PM2.5","Board Of Ed. Bldg.",23,"Buncombe",35.6062000008935,-82.5844
2019-02-15,"PM2.5","Board Of Ed. Bldg.",30,"Buncombe",35.6062000008935,-82.5844
2019-02-16,"PM2.5","Board Of Ed. Bldg.",10,"Buncombe",35.6062000008935,-82.5844
2019-02-17,"PM2.5","Board Of Ed. Bldg.",15,"Buncombe",35.6062000008935,-82.5844
2019-02-18,"PM2.5","Board Of Ed. Bldg.",8,"Buncombe",35.6062000008935,-82.5844
2019-02-19,"PM2.5","Board Of Ed. Bldg.",28,"Buncombe",35.6062000008935,-82.5844
2019-02-20,"PM2.5","Board Of Ed. Bldg.",2,"Buncombe",35.6062000008935,-82.5844
2019-02-21,"PM2.5","Board Of Ed. Bldg.",10,"Buncombe",35.6062000008935,-82.5844
2019-02-22,"PM2.5","Board Of Ed. Bldg.",1,"Buncombe",35.6062000008935,-82.5844
2019-02-23,"PM2.5","Board Of Ed. Bldg.",1,"Buncombe",35.6062000008935,-82.5844
2019-02-24,"PM2.5","Board Of Ed. Bldg.",0,"Buncombe",35.6062000008935,-82.5844
2019-02-25,"PM2.5","Board Of Ed. Bldg.",4,"Buncombe",35.6062000008935,-82.5844
2019-02-26,"PM2.5","Board Of Ed. Bldg.",34,"Buncombe",35.6062000008935,-82.5844
2019-02-27,"PM2.5","Board Of Ed. Bldg.",51,"Buncombe",35.6062000008935,-82.5844
2019-02-28,"PM2.5","Board Of Ed. Bldg.",38,"Buncombe",35.6062000008935,-82.5844
2019-03-01,"PM2.5","Board Of Ed. Bldg.",22,"Buncombe",35.6062000008935,-82.5844
2019-03-02,"PM2.5","Board Of Ed. Bldg.",9,"Buncombe",35.6062000008935,-82.5844
2019-03-03,"PM2.5","Board Of Ed. Bldg.",25,"Buncombe",35.6062000008935,-82.5844
2019-03-04,"PM2.5","Board Of Ed. Bldg.",10,"Buncombe",35.6062000008935,-82.5844
2019-03-05,"PM2.5","Board Of Ed. Bldg.",12,"Buncombe",35.6062000008935,-82.5844
2019-03-06,"PM2.5","Board Of Ed. Bldg.",16,"Buncombe",35.6062000008935,-82.5844
2019-03-07,"PM2.5","Board Of Ed. Bldg.",27,"Buncombe",35.6062000008935,-82.5844
2019-03-08,"PM2.5","Board Of Ed. Bldg.",42,"Buncombe",35.6062000008935,-82.5844
2019-03-09,"PM2.5","Board Of Ed. Bldg.",48,"Buncombe",35.6062000008935,-82.5844
2019-03-10,"PM2.5","Board Of Ed. Bldg.",17,"Buncombe",35.6062000008935,-82.5844
2019-03-11,"PM2.5","Board Of Ed. Bldg.",10,"Buncombe",35.6062000008935,-82.5844
2019-03-12,"PM2.5","Board Of Ed. Bldg.",17,"Buncombe",35.6062000008935,-82.5844
2019-03-13,"PM2.5","Board Of Ed. Bldg.",24,"Buncombe",35.6062000008935,-82.5844
2019-03-14,"PM2.5","Board Of Ed. Bldg.",33,"Buncombe",35.6062000008935,-82.5844
2019-03-15,"PM2.5","Board Of Ed. Bldg.",14,"Buncombe",35.6062000008935,-82.5844
2019-03-16,"PM2.5","Board Of Ed. Bldg.",8,"Buncombe",35.6062000008935,-82.5844
2019-03-17,"PM2.5","Board Of Ed. Bldg.",15,"Buncombe",35.6062000008935,-82.5844
2019-03-18,"PM2.5","Board Of Ed. Bldg.",23,"Buncombe",35.6062000008935,-82.5844
2019-03-19,"PM2.5","Board Of Ed. Bldg.",20,"Buncombe",35.6062000008935,-82.5844
2019-03-20,"PM2.5","Board Of Ed. Bldg.",33,"Buncombe",35.6062000008935,-82.5844
2019-03-21,"PM2.5","Board Of Ed. Bldg.",31,"Buncombe",35.6062000008935,-82.5844
2019-03-22,"PM2.5","Board Of Ed. Bldg.",14,"Buncombe",35.6062000008935,-82.5844
2019-03-23,"PM2.5","Board Of Ed. Bldg.",8,"Buncombe",35.6062000008935,-82.5844
2019-03-24,"PM2.5","Board Of Ed. Bldg.",56,"Buncombe",35.6062000008935,-82.5844
2019-03-25,"PM2.5","Board Of Ed. Bldg.",67,"Buncombe",35.6062000008935,-82.5844
2019-03-26,"PM2.5","Board Of Ed. Bldg.",16,"Buncombe",35.6062000008935,-82.5844
2019-03-27,"PM2.5","Board Of Ed. Bldg.",25,"Buncombe",35.6062000008935,-82.5844
2019-03-28,"PM2.5","Board Of Ed. Bldg.",35,"Buncombe",35.6062000008935,-82.5844
2019-03-29,"PM2.5","Board Of Ed. Bldg.",47,"Buncombe",35.6062000008935,-82.5844
2019-03-30,"PM2.5","Board Of Ed. Bldg.",56,"Buncombe",35.6062000008935,-82.5844
2019-03-31,"PM2.5","Board Of Ed. Bldg.",7,"Buncombe",35.6062000008935,-82.5844
2019-04-01,"PM2.5","Board Of Ed. Bldg.",12,"Buncombe",35.6062000008935,-82.5844
2019-04-02,"PM2.5","Board Of Ed. Bldg.",25,"Buncombe",35.6062000008935,-82.5844
2019-04-03,"PM2.5","Board Of Ed. Bldg.",41,"Buncombe",35.6062000008935,-82.5844
2019-04-04,"PM2.5","Board Of Ed. Bldg.",43,"Buncombe",35.6062000008935,-82.5844
2019-04-05,"PM2.5","Board Of Ed. Bldg.",28,"Buncombe",35.6062000008935,-82.5844
2019-04-06,"PM2.5","Board Of Ed. Bldg.",25,"Buncombe",35.6062000008935,-82.5844
2019-04-07,"PM2.5","Board Of Ed. Bldg.",31,"Buncombe",35.6062000008935,-82.5844
2019-04-08,"PM2.5","Board Of Ed. Bldg.",28,"Buncombe",35.6062000008935,-82.5844
2019-04-09,"PM2.5","Board Of Ed. Bldg.",10,"Buncombe",35.6062000008935,-82.5844
2019-04-10,"PM2.5","Board Of Ed. Bldg.",17,"Buncombe",35.6062000008935,-82.5844
2019-04-11,"PM2.5","Board Of Ed. Bldg.",30,"Buncombe",35.6062000008935,-82.5844
2019-04-12,"PM2.5","Board Of Ed. Bldg.",20,"Buncombe",35.6062000008935,-82.5844
2019-04-13,"PM2.5","Board Of Ed. Bldg.",33,"Buncombe",35.6062000008935,-82.5844
2019-04-14,"PM2.5","Board Of Ed. Bldg.",19,"Buncombe",35.6062000008935,-82.5844
2019-04-15,"PM2.5","Board Of Ed. Bldg.",4,"Buncombe",35.6062000008935,-82.5844
2019-04-16,"PM2.5","Board Of Ed. Bldg.",16,"Buncombe",35.6062000008935,-82.5844
2019-04-17,"PM2.5","Board Of Ed. Bldg.",35,"Buncombe",35.6062000008935,-82.5844
2019-04-18,"PM2.5","Board Of Ed. Bldg.",47,"Buncombe",35.6062000008935,-82.5844
2019-04-19,"PM2.5","Board Of Ed. Bldg.",14,"Buncombe",35.6062000008935,-82.5844
2019-04-20,"PM2.5","Board Of Ed. Bldg.",4,"Buncombe",35.6062000008935,-82.5844
2019-04-21,"PM2.5","Board Of Ed. Bldg.",4,"Buncombe",35.6062000008935,-82.5844
2019-04-22,"PM2.5","Board Of Ed. Bldg.",12,"Buncombe",35.6062000008935,-82.5844
2019-04-23,"PM2.5","Board Of Ed. Bldg.",25,"Buncombe",35.6062000008935,-82.5844
2019-04-24,"PM2.5","Board Of Ed. Bldg.",33,"Buncombe",35.6062000008935,-82.5844
2019-04-25,"PM2.5","Board Of Ed. Bldg.",38,"Buncombe",35.6062000008935,-82.5844
2019-04-26,"PM2.5","Board Of Ed. Bldg.",26,"Buncombe",35.6062000008935,-82.5844
2019-04-27,"PM2.5","Board Of Ed. Bldg.",21,"Buncombe",35.6062000008935,-82.5844
2019-04-28,"PM2.5","Board Of Ed. Bldg.",31,"Buncombe",35.6062000008935,-82.5844
2019-04-29,"PM2.5","Board Of Ed. Bldg.",45,"Buncombe",35.6062000008935,-82.5844
2019-04-30,"PM2.5","Board Of Ed. Bldg.",54,"Buncombe",35.6062000008935,-82.5844
2019-05-01,"PM2.5","Board Of Ed. Bldg.",40,"Buncombe",35.6062000008935,-82.5844
2019-05-02,"PM2.5","Board Of Ed. Bldg.",39,"Buncombe",35.6062000008935,-82.5844
2019-05-03,"PM2.5","Board Of Ed. Bldg.",36,"Buncombe",35.6062000008935,-82.5844
2019-05-04,"PM2.5","Board Of Ed. Bldg.",28,"Buncombe",35.6062000008935,-82.5844
2019-05-05,"PM2.5","Board Of Ed. Bldg.",13,"Buncombe",35.6062000008935,-82.5844
2019-05-10,"PM2.5","Board Of Ed. Bldg.",20,"Buncombe",35.6062000008935,-82.5844
2019-05-11,"PM2.5","Board Of Ed. Bldg.",24,"Buncombe",35.6062000008935,-82.5844
2019-05-12,"PM2.5","Board Of Ed. Bldg.",9,"Buncombe",35.6062000008935,-82.5844
2019-05-13,"PM2.5","Board Of Ed. Bldg.",11,"Buncombe",35.6062000008935,-82.5844
2019-05-14,"PM2.5","Board Of Ed. Bldg.",20,"Buncombe",35.6062000008935,-82.5844
2019-05-15,"PM2.5","Board Of Ed. Bldg.",31,"Buncombe",35.6062000008935,-82.5844
2019-05-21,"PM2.5","Board Of Ed. Bldg.",29,"Buncombe",35.6062000008935,-82.5844
2019-05-22,"PM2.5","Board Of Ed. Bldg.",52,"Buncombe",35.6062000008935,-82.5844
2019-05-23,"PM2.5","Board Of Ed. Bldg.",54,"Buncombe",35.6062000008935,-82.5844
2019-05-24,"PM2.5","Board Of Ed. Bldg.",45,"Buncombe",35.6062000008935,-82.5844
2019-05-25,"PM2.5","Board Of Ed. Bldg.",53,"Buncombe",35.6062000008935,-82.5844
2019-05-26,"PM2.5","Board Of Ed. Bldg.",48,"Buncombe",35.6062000008935,-82.5844
2019-05-27,"PM2.5","Board Of Ed. Bldg.",43,"Buncombe",35.6062000008935,-82.5844
2019-05-28,"PM2.5","Board Of Ed. Bldg.",49,"Buncombe",35.6062000008935,-82.5844
2019-05-29,"PM2.5","Board Of Ed. Bldg.",46,"Buncombe",35.6062000008935,-82.5844
2019-05-30,"PM2.5","Board Of Ed. Bldg.",44,"Buncombe",35.6062000008935,-82.5844
2019-05-31,"PM2.5","Board Of Ed. Bldg.",28,"Buncombe",35.6062000008935,-82.5844
2019-06-01,"PM2.5","Board Of Ed. Bldg.",25,"Buncombe",35.6062000008935,-82.5844
2019-06-02,"PM2.5","Board Of Ed. Bldg.",50,"Buncombe",35.6062000008935,-82.5844
2019-06-03,"PM2.5","Board Of Ed. Bldg.",45,"Buncombe",35.6062000008935,-82.5844
2019-06-04,"PM2.5","Board Of Ed. Bldg.",48,"Buncombe",35.6062000008935,-82.5844
2019-06-05,"PM2.5","Board Of Ed. Bldg.",60,"Buncombe",35.6062000008935,-82.5844
2019-06-06,"PM2.5","Board Of Ed. Bldg.",53,"Buncombe",35.6062000008935,-82.5844
2019-06-07,"PM2.5","Board Of Ed. Bldg.",12,"Buncombe",35.6062000008935,-82.5844
2019-06-08,"PM2.5","Board Of Ed. Bldg.",10,"Buncombe",35.6062000008935,-82.5844
2019-06-09,"PM2.5","Board Of Ed. Bldg.",3,"Buncombe",35.6062000008935,-82.5844
2019-06-10,"PM2.5","Board Of Ed. Bldg.",9,"Buncombe",35.6062000008935,-82.5844
2019-06-11,"PM2.5","Board Of Ed. Bldg.",21,"Buncombe",35.6062000008935,-82.5844
2019-06-12,"PM2.5","Board Of Ed. Bldg.",23,"Buncombe",35.6062000008935,-82.5844
2019-06-13,"PM2.5","Board Of Ed. Bldg.",18,"Buncombe",35.6062000008935,-82.5844
2019-06-14,"PM2.5","Board Of Ed. Bldg.",18,"Buncombe",35.6062000008935,-82.5844
2019-06-15,"PM2.5","Board Of Ed. Bldg.",37,"Buncombe",35.6062000008935,-82.5844
2019-06-16,"PM2.5","Board Of Ed. Bldg.",41,"Buncombe",35.6062000008935,-82.5844
2019-06-17,"PM2.5","Board Of Ed. Bldg.",36,"Buncombe",35.6062000008935,-82.5844
2019-06-18,"PM2.5","Board Of Ed. Bldg.",18,"Buncombe",35.6062000008935,-82.5844
2019-06-19,"PM2.5","Board Of Ed. Bldg.",21,"Buncombe",35.6062000008935,-82.5844
2019-06-20,"PM2.5","Board Of Ed. Bldg.",18,"Buncombe",35.6062000008935,-82.5844
2019-06-21,"PM2.5","Board Of Ed. Bldg.",20,"Buncombe",35.6062000008935,-82.5844
2019-06-22,"PM2.5","Board Of Ed. Bldg.",13,"Buncombe",35.6062000008935,-82.5844
2019-06-23,"PM2.5","Board Of Ed. Bldg.",24,"Buncombe",35.6062000008935,-82.5844
2019-06-24,"PM2.5","Board Of Ed. Bldg.",45,"Buncombe",35.6062000008935,-82.5844
2019-06-25,"PM2.5","Board Of Ed. Bldg.",20,"Buncombe",35.6062000008935,-82.5844
2019-06-26,"PM2.5","Board Of Ed. Bldg.",26,"Buncombe",35.6062000008935,-82.5844
2019-06-27,"PM2.5","Board Of Ed. Bldg.",26,"Buncombe",35.6062000008935,-82.5844
2019-06-28,"PM2.5","Board Of Ed. Bldg.",39,"Buncombe",35.6062000008935,-82.5844
2019-06-29,"PM2.5","Board Of Ed. Bldg.",43,"Buncombe",35.6062000008935,-82.5844
2019-06-30,"PM2.5","Board Of Ed. Bldg.",43,"Buncombe",35.6062000008935,-82.5844
2019-07-01,"PM2.5","Board Of Ed. Bldg.",34,"Buncombe",35.6062000008935,-82.5844
2019-07-02,"PM2.5","Board Of Ed. Bldg.",37,"Buncombe",35.6062000008935,-82.5844
2019-07-03,"PM2.5","Board Of Ed. Bldg.",27,"Buncombe",35.6062000008935,-82.5844
2019-07-04,"PM2.5","Board Of Ed. Bldg.",35,"Buncombe",35.6062000008935,-82.5844
2019-07-05,"PM2.5","Board Of Ed. Bldg.",45,"Buncombe",35.6062000008935,-82.5844
2019-07-06,"PM2.5","Board Of Ed. Bldg.",42,"Buncombe",35.6062000008935,-82.5844
2019-07-07,"PM2.5","Board Of Ed. Bldg.",45,"Buncombe",35.6062000008935,-82.5844
2019-07-08,"PM2.5","Board Of Ed. Bldg.",35,"Buncombe",35.6062000008935,-82.5844
2019-07-09,"PM2.5","Board Of Ed. Bldg.",31,"Buncombe",35.6062000008935,-82.5844
2019-07-10,"PM2.5","Board Of Ed. Bldg.",43,"Buncombe",35.6062000008935,-82.5844
2019-07-11,"PM2.5","Board Of Ed. Bldg.",27,"Buncombe",35.6062000008935,-82.5844
2019-07-12,"PM2.5","Board Of Ed. Bldg.",27,"Buncombe",35.6062000008935,-82.5844
2019-07-13,"PM2.5","Board Of Ed. Bldg.",24,"Buncombe",35.6062000008935,-82.5844
2019-07-14,"PM2.5","Board Of Ed. Bldg.",11,"Buncombe",35.6062000008935,-82.5844
2019-07-15,"PM2.5","Board Of Ed. Bldg.",25,"Buncombe",35.6062000008935,-82.5844
2019-07-16,"PM2.5","Board Of Ed. Bldg.",45,"Buncombe",35.6062000008935,-82.5844
2019-07-17,"PM2.5","Board Of Ed. Bldg.",48,"Buncombe",35.6062000008935,-82.5844
2019-07-18,"PM2.5","Board Of Ed. Bldg.",23,"Buncombe",35.6062000008935,-82.5844
2019-07-19,"PM2.5","Board Of Ed. Bldg.",29,"Buncombe",35.6062000008935,-82.5844
2019-07-20,"PM2.5","Board Of Ed. Bldg.",27,"Buncombe",35.6062000008935,-82.5844
2019-07-21,"PM2.5","Board Of Ed. Bldg.",34,"Buncombe",35.6062000008935,-82.5844
2019-07-22,"PM2.5","Board Of Ed. Bldg.",23,"Buncombe",35.6062000008935,-82.5844
2019-07-23,"PM2.5","Board Of Ed. Bldg.",15,"Buncombe",35.6062000008935,-82.5844
2019-07-24,"PM2.5","Board Of Ed. Bldg.",26,"Buncombe",35.6062000008935,-82.5844
2019-07-25,"PM2.5","Board Of Ed. Bldg.",27,"Buncombe",35.6062000008935,-82.5844
2019-07-26,"PM2.5","Board Of Ed. Bldg.",37,"Buncombe",35.6062000008935,-82.5844
2019-07-27,"PM2.5","Board Of Ed. Bldg.",51,"Buncombe",35.6062000008935,-82.5844
2019-07-28,"PM2.5","Board Of Ed. Bldg.",44,"Buncombe",35.6062000008935,-82.5844
2019-07-29,"PM2.5","Board Of Ed. Bldg.",43,"Buncombe",35.6062000008935,-82.5844
2019-07-30,"PM2.5","Board Of Ed. Bldg.",46,"Buncombe",35.6062000008935,-82.5844
2019-07-31,"PM2.5","Board Of Ed. Bldg.",48,"Buncombe",35.6062000008935,-82.5844
2019-08-01,"PM2.5","Board Of Ed. Bldg.",43,"Buncombe",35.6062000008935,-82.5844
2019-08-02,"PM2.5","Board Of Ed. Bldg.",32,"Buncombe",35.6062000008935,-82.5844
2019-08-03,"PM2.5","Board Of Ed. Bldg.",34,"Buncombe",35.6062000008935,-82.5844
2019-08-04,"PM2.5","Board Of Ed. Bldg.",25,"Buncombe",35.6062000008935,-82.5844
2019-08-05,"PM2.5","Board Of Ed. Bldg.",26,"Buncombe",35.6062000008935,-82.5844
2019-08-06,"PM2.5","Board Of Ed. Bldg.",36,"Buncombe",35.6062000008935,-82.5844
2019-08-07,"PM2.5","Board Of Ed. Bldg.",33,"Buncombe",35.6062000008935,-82.5844
2019-08-08,"PM2.5","Board Of Ed. Bldg.",33,"Buncombe",35.6062000008935,-82.5844
2019-08-09,"PM2.5","Board Of Ed. Bldg.",38,"Buncombe",35.6062000008935,-82.5844
2019-08-10,"PM2.5","Board Of Ed. Bldg.",45,"Buncombe",35.6062000008935,-82.5844
2019-08-11,"PM2.5","Board Of Ed. Bldg.",37,"Buncombe",35.6062000008935,-82.5844
2019-08-12,"PM2.5","Board Of Ed. Bldg.",43,"Buncombe",35.6062000008935,-82.5844
